Site,SubSite,CaptureDate,Species,IndividualID,Sex,Age,SVLmm,MassG,BdSample,SwabLost,SwabID,BdResult,TargetCopies/swab,HgSampleID,Notes,potential_injury_effect,flagged,reason,
Blackrock-C,QU,5/26/2020,ANBO,152134343A,M,,77.4,59,N,,,,,,,0,0,,
Blackrock-C,ML,5/18/2018,ANBO,152206521A,M,,76.4,59,N,,,,,,pink,0,0,,
Blackrock-C,OX,6/2/2018,ANBO,152206147A,M,,76.1,59,Y,0,1800700019,pos,3155.37,18ARMI1422,,0,0,,
Blackrock-C,ML,6/2/2020,ANBO,152135445A,M,,75.2,59,Y,0,1902500267,pos,1596.26,,orange spot on left rear,1,0,,
Blackrock-C,QU,5/25/2019,ANBO,147356261A,M,,74.9,59,N,,,,,,,0,0,,
Blackrock-C,QU,5/12/2019,ANBO,152206606A,M,,74.57,59,Y,0,1902500091,pos,1073.65,,,0,0,,
Blackrock-C,QU,5/25/2019,ANBO,147358692A,M,,73.6,59,N,,,,,,,0,0,,
Blackrock-C,ML,5/22/2018,ANBO,152134747A,M,,73.5,59,N,,,,,,,0,0,,
Blackrock-C,OX,5/29/2018,ANBO,101331826,M,,73.5,59,Y,0,1800900035,pos,161706.47,18ARMI1413,on Bd swab list,0,0,,
Blackrock-C,QU,5/16/2020,ANBO,152205362A,M,,73.4,59,N,,,,,,,0,0,,
Blackrock-H,HE,6/9/2020,ANBO,70616259,M,,72.8,59,Y,0,1902500285,pos,1017382.88,,,0,0,,
Blackrock-C,QU,5/21/2019,ANBO,147353250A,M,,72.33,59,N,,,,,,,0,0,,
Blackrock-C,ML,5/18/2018,ANBO,152124602A,M,,72,59,N,,,,,,,0,0,,
Blackrock-C,QU,5/9/2019,ANBO,152133360A,M,,71.76,59,Y,0,1902500054,pos,202345.47,,leech removed from left foot,1,0,,
Blackrock-C,OX,5/27/2020,ANBO,101331826,M,,71.3,59,Y,1,1603600212,,,,Pinkish belly,1,0,,
Blackrock-C,QU,5/5/2018,ANBO,147357397A,M,,71,59,Y,0,1800700177,pos,555.12,,,0,0,,
Blackrock-C,QU,5/30/2019,ANBO,152205014A,M,,70.3,59,N,,,,,,,0,0,,
Blackrock-H,HE,6/4/2019,ANBO,3294598,M,,68.3,59,Y,0,1902500209,pos,1305571.00,19ARMI2120,,0,0,,
Blackrock-C,OX,6/3/2018,ANBO,152128522A,M,,68.1,59,Y,0,1800700016,pos,266.47,18ARMI1351,,0,0,,
Blackrock-C,QU,5/5/2018,ANBO,147356261A,M,,66.6,59,N,,,,,,,0,0,,
Blackrock-C,OX,5/17/2021,ANBO,152205594A,M,,70.9,58.9,Y,0,2002200102,pos,41553.92,21ARMI1420,,0,0,,
Blackrock-C,OX,5/20/2021,ANBO,152135370A,M,,83.6,58.8,Y,0,2002200066,pos,272.35,,,0,0,,
Blackrock-C,OX,5/17/2021,ANBO,2894262,M,,78,58.8,Y,0,2002200107,neg,0,,,0,0,,
Blackrock-C,QU,5/3/2018,ANBO,100612888,M,,75.5,58.7,Y,0,1800700091,pos,2073.71,,Swabbed b/c on Recap List,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,147346756A,M,,76.8,58.6,N,,,,,,,0,0,,
Blackrock-C,QU,5/3/2018,ANBO,982000356901707,M,,73.9,58.1,N,,,,,,,0,0,,
Blackrock-C,QU,5/5/2018,ANBO,147347140A,M,,82.1,58,N,,,,,,,0,0,,
Blackrock-C,QU,5/25/2019,ANBO,152205381A,M,,78.9,58,N,,,,,,,0,0,,
Blackrock-C,QU,5/7/2020,ANBO,3272783,M,,78.7,58,N,,,,,,,0,0,,
Blackrock-C,QU,5/9/2019,ANBO,147346320A,M,,78.6,58,Y,0,1902500051,pos,23000.18,,,0,0,,
Blackrock-C,OX,6/3/2019,ANBO,3281780,M,,77.6,58,Y,0,1902500201,pos,3618.55,19ARMI2791,slight pink on vent,1,0,,
Blackrock-C,QU,5/15/2018,ANBO,147356285A,M,,76.6,58,N,,,,,,,0,0,,
Blackrock-C,QU,5/8/2018,ANBO,147345564A,M,,76.4,58,N,,,,,,,0,0,,
Blackrock-C,OX,6/3/2019,ANBO,152205744A,M,,76.2,58,Y,0,1902500198,pos,441821.73,19ARMI3132,cuts on eye,1,0,,
Blackrock-C,ML,5/22/2018,ANBO,982000356901604,M,,74.9,58,N,,,,,,,0,0,,
Blackrock-C,ML,5/18/2018,ANBO,147349547A,M,,74.3,58,N,,,,,,,0,0,,
Blackrock-C,QU,5/15/2018,ANBO,147354760A,M,,74.2,58,N,,,,,,,0,0,,
Blackrock-C,QU,5/7/2020,ANBO,147358692A,M,,73.6,58,N,,,,,,,0,0,,
Blackrock-C,QU,5/16/2019,ANBO,100612888,M,,73.45,58,Y,0,1902500149,pos,84.07,,,0,0,,
Blackrock-C,ML,6/2/2020,ANBO,147352167A,M,,73.3,58,Y,0,1603600197,pos,130113.02,,,0,0,,
Blackrock-C,QU,5/5/2018,ANBO,152125663A,M,,73.3,58,N,,,,,,,0,0,,
Blackrock-C,QU,5/30/2019,ANBO,100612888,M,,73.3,58,N,,,,,,,0,0,,
Blackrock-C,QU,5/25/2019,ANBO,152205500A,M,,72.7,58,N,,,,,,,0,0,,
Blackrock-C,OX,5/29/2018,ANBO,147364640A,M,,72.5,58,Y,0,1800900036,pos,33894.11,18ARMI1399,captured QU 5/15,0,0,,
Blackrock-C,QU,5/5/2018,ANBO,147349624A,M,,72.2,58,N,,,,,,,0,0,,
Blackrock-H,HE,5/28/2020,ANBO,3279000,M,,72,58,N,,,,,,Tiny lesion on chin,1,0,,
Blackrock-C,QU,5/9/2019,ANBO,147353250A,M,,70.84,58,Y,0,1902500036,neg,0,,,0,0,,
Blackrock-H,HE,5/29/2018,ANBO,101380058,M,,70.8,58,Y,0,1800900023,pos,30915.17,18ARMI1408,,0,0,,
Blackrock-H,HE,5/28/2019,ANBO,152128103A,M,,70.7,58,Y,0,1902500180,pos,24421.62,,,0,0,,
Blackrock-C,QU,5/26/2020,ANBO,3781891,M,,68.6,58,N,,,,,,,0,0,,
Blackrock-C,QU,5/26/2020,ANBO,147364640A,M,,68.2,58,N,,,,,,"Two leeches, one toad",1,0,,
Blackrock-C,QU,5/16/2020,ANBO,3299049,M,,67.9,58,N,,,,,,,0,0,,
Blackrock-H,HE,5/31/2018,ANBO,101380058,M,,67.5,58,N,,,,,,captured HE 5/30,0,0,,
Blackrock-H,HE,6/4/2019,ANBO,152205113A,M,,65.5,58,Y,0,1902500221,pos,108320.69,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,147335762A,M,,81.9,57.8,N,,,,,,,0,0,,
Blackrock-H,HE,5/18/2021,ANBO,70616259,M,,72.5,57.8,Y,0,2002200025,pos,16674.20,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,3282840,M,,84,57.5,Y,0,2002200082,pos,1275.67,,,0,0,,
Blackrock-C,OX,5/17/2021,ANBO,982000356901624,M,,80,57.4,Y,0,2002200109,pos,2352.33,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,3303570,M,,80.9,57.2,N,,,,,,,0,0,,
Blackrock-C,OX,5/20/2021,ANBO,152206147A,M,,80.8,57.1,Y,0,2002200067,pos,62203.06,,,0,0,,
Blackrock-C,QU,5/9/2019,ANBO,152205751A,M,,80.85,57,Y,0,1902500047,pos,660.92,,,0,0,,
Blackrock-C,QU,5/5/2018,ANBO,152129602A,M,,79.3,57,N,,,,,,,0,0,,
Blackrock-C,QU,5/21/2019,ANBO,147349443A,M,,79.11,57,N,,,,,,,0,0,,
Blackrock-C,QU,5/4/2019,ANBO,3272783,M,,78.4,57,Y,0,1902500004,neg,0,19ARMI2789,,0,0,,
Blackrock-C,QU,5/21/2019,ANBO,3281067,M,,76.87,57,N,,,,,,,0,0,,
Blackrock-C,QU,5/12/2019,ANBO,147356261A,M,,76.17,57,Y,0,1902500113,pos,1711.16,,,0,0,,
Blackrock-C,OX,6/3/2019,ANBO,152126403A,M,,75.6,57,Y,0,1902500197,pos,10846.84,,lesion in armpit,1,0,,
Blackrock-C,QU,5/25/2019,ANBO,982000356901707,M,,75.4,57,N,,,,,,"leech removed, slighth pink inner thigh",1,0,,
Blackrock-C,QU,5/30/2019,ANBO,152205362A,M,,74.5,57,N,,,,,,,0,0,,
Blackrock-C,QU,5/16/2019,ANBO,152206606A,M,,73.66,57,Y,0,1902500150,pos,63314.96,,,0,0,,
Blackrock-C,QU,5/15/2018,ANBO,147338143A,M,,73.6,57,N,,,,,,Pink,1,0,,
Blackrock-C,QU,5/26/2020,ANBO,3010822,M,,73.3,57,Y,0,1603700123,pos,155016.80,,,0,0,,
Blackrock-C,QU,5/16/2019,ANBO,152205023A,M,,73.07,57,Y,0,1902500138,pos,114078.36,,,0,0,,
Blackrock-C,QU,5/5/2018,ANBO,982000356901707,M,,71.9,57,N,,,,,,,0,0,,
Blackrock-C,QU,5/15/2018,ANBO,3265127,M,,70.3,57,Y,0,1800900057,pos,2219.94,,on Recap list,0,0,,
Blackrock-C,QU,5/5/2018,ANBO,100612888,M,,70.1,57,Y,0,1800700125,pos,19583.40,,Swabbed b/c on Recap List,0,0,,
Blackrock-C,SP,5/31/2018,ANBO,101600821,M,,70,57,N,,,,,,,0,0,,
Blackrock-H,HE,5/28/2020,ANBO,100613552,M,,67.6,57,Y,0,1603600191,pos,3262.51,,,0,0,,
Blackrock-C,QU,5/3/2018,ANBO,147336745A,M,,72.8,56.6,N,,,,,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,152205751A,M,,78,56.5,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,152204547A,M,,79.9,56.4,N,,,,,,,0,0,,
Blackrock-C,QU,5/3/2018,ANBO,147358692A,M,,68,56.4,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,152207270A,M,,78.4,56.2,N,,,,,,,0,0,,
Blackrock-C,QU,5/3/2018,ANBO,147349624A,M,,71.8,56.2,Y,0,1800700092,pos,838.94,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,147367096A,M,,79.4,56.1,N,,,,,,,0,0,,
Blackrock-C,ML,5/18/2018,ANBO,147348723A,M,,85.9,56,N,,,,,,,0,0,,
Blackrock-C,ML,5/18/2018,ANBO,100334611,M,,78.5,56,Y,0,1800900055,pos,212665.73,,on recap list,0,0,,
Blackrock-C,ML,5/18/2018,ANBO,147351463A,M,,78.5,56,N,,,,,,,0,0,,
Blackrock-C,QU,5/8/2018,ANBO,147356261A,M,,77.9,56,N,,,,,,,0,0,,
Blackrock-C,QU,5/16/2020,ANBO,147345480A,M,,77.8,56,N,,,,,,,0,0,,
Blackrock-C,QU,5/12/2019,ANBO,147346320A,M,,77.32,56,Y,0,1902500085,pos,60.65,,,0,0,,
Blackrock-C,QU,5/12/2019,ANBO,147358692A,M,,76.29,56,Y,0,1902500104,pos,3746.52,,pink inner groin,1,0,,
Blackrock-C,QU,5/12/2019,ANBO,147353250A,M,,76.05,56,Y,0,1902500079,neg,0,,,0,0,,
Blackrock-C,QU,5/5/2018,ANBO,152130617A,M,,75.8,56,N,,,,,,,0,0,,
Blackrock-C,QU,5/12/2019,ANBO,152133360A,M,,75.72,56,Y,0,1902500105,pos,10663.62,,,0,0,,
Blackrock-C,QU,5/30/2019,ANBO,152206033A,M,,75.6,56,N,,,,,,,0,0,,
Blackrock-C,QU,5/16/2020,ANBO,147362132A,M,,75.6,56,N,,,,,,,0,0,,
Blackrock-C,QU,5/26/2020,ANBO,152205751A,M,,75,56,N,,,,,,,0,0,,
Blackrock-C,QU,5/30/2019,ANBO,147349624A,M,,73.7,56,N,,,,,,,0,0,,
Blackrock-C,QU,5/6/2019,ANBO,3297577,M,,73.67,56,Y,0,1902500015,pos,2509.64,19ARMI2803,,0,0,,
Blackrock-H,HE,5/28/2020,ANBO,70609350,M,,72.8,56,N,,,,,,,0,0,,
Blackrock-C,OX,5/27/2020,ANBO,152126403A,M,,72.7,56,Y,1,1603600215,,,,Toes and ventrum slightly pink,1,0,,
Blackrock-C,ML,5/18/2018,ANBO,152206085A,M,,72.5,56,N,,,,,,,0,0,,
Blackrock-C,QU,5/9/2019,ANBO,147352167A,M,,72.36,56,Y,0,1902500057,pos,43199.71,,,0,0,,
Blackrock-C,ML,5/22/2018,ANBO,152206606A,M,,72.2,56,N,,,,,,,0,0,,
Blackrock-C,QU,5/21/2019,ANBO,3780322,M,,72.1,56,N,,,,,,,0,0,,
Blackrock-C,QU,5/6/2019,ANBO,147356660A,M,,71.77,56,Y,0,1902500017,neg,0,19ARMI2114,,0,0,,
Blackrock-C,QU,5/6/2019,ANBO,147335693A,M,,71.64,56,Y,0,1902500018,pos,16856.99,19ARMI2062,,0,0,,
Blackrock-C,QU,5/21/2019,ANBO,147346320A,M,,70.77,56,N,,,,,,,0,0,,
Blackrock-H,HE,5/31/2018,ANBO,101611119,M,,70.5,56,N,,,,,,captured HE 5/29 and 5/30,0,0,,
Blackrock-C,QU,5/12/2019,ANBO,3280356,M,,70.46,56,Y,0,1902500099,pos,77465.12,,,0,0,,
Blackrock-H,HE,5/22/2019,ANBO,152128103A,M,,70.38,56,Y,0,1902500174,pos,29.08,,,0,0,,
Blackrock-C,OX,6/2/2018,ANBO,147364640A,M,,69,56,N,,,,,,captured QU 5/15 and OX 5/29,0,0,,
Blackrock-C,QU,5/21/2019,ANBO,3781102,M,,68.2,56,N,,,,,,,0,0,,
Blackrock-C,QU,5/7/2020,ANBO,3289629,M,,67,56,N,,,,,,,0,0,,
Blackrock-C,QU,5/12/2021,ANBO,152207164A,M,,75.3,55.5,N,,,,,,,0,0,,
Blackrock-C,QU,5/3/2018,ANBO,147345564A,M,,70.8,55.4,Y,0,1800700093,pos,5022.09,,,0,0,,
Blackrock-C,ML,5/18/2018,ANBO,147345564A,M,,80.3,55,N,,,,,,"captured QU 5/3, 5/5, and 5/8",0,0,,
Blackrock-C,QU,5/12/2021,ANBO,75062008,M,,80,55,N,,,,,,,0,0,,
Blackrock-C,QU,5/21/2019,ANBO,3300259,M,,79.74,55,N,,,,,,,0,0,,
Blackrock-C,QU,5/6/2019,ANBO,152133360A,M,,79.5,55,Y,0,1902500023,pos,33027.70,,already had toe clipped,0,0,,
Blackrock-C,QU,5/5/2018,ANBO,147345564A,M,,79.4,55,N,,,,,,,0,0,,
Blackrock-C,QU,5/4/2019,ANBO,147367363A,M,,79.3,55,Y,0,1902500003,pos,284.88,19ARMI2811,,0,0,,
Blackrock-C,QU,5/9/2019,ANBO,3799862,M,,78.71,55,Y,0,1902500041,pos,39753.51,,,0,0,,
Blackrock-C,QU,5/7/2020,ANBO,147345696A,M,,77.9,55,N,,,,,,,0,0,,
Blackrock-C,QU,5/12/2019,ANBO,147349443A,M,,77,55,Y,0,1902500096,pos,4710.49,,,0,0,,
Blackrock-C,QU,5/21/2019,ANBO,152170394A,M,,76.56,55,N,,,,,,,0,0,,
Blackrock-C,QU,5/3/2018,ANBO,147349443A,M,,76.5,55,Y,0,1800700103,pos,1519.83,,,0,0,,
Blackrock-C,ML,5/22/2018,ANBO,152206085A,M,,76.2,55,N,,,,,,captured ML 5/18,0,0,,
Blackrock-C,QU,5/16/2019,ANBO,3271119,M,,76.14,55,Y,0,1902500119,pos,4163.90,,,0,0,,
Blackrock-C,ML,5/18/2018,ANBO,3815526,M,,75,55,N,,,,,,,0,0,,
Blackrock-C,ML,5/22/2018,ANBO,147354696A,M,,74.8,55,N,,,,,,,0,0,,
Blackrock-C,QU,5/15/2018,ANBO,147355622A,M,,74.5,55,N,,,,,,,0,0,,
Blackrock-C,QU,5/26/2020,ANBO,3012850,M,,74.4,55,Y,0,1603600241,pos,12878.98,,Pink on belly and toes,1,0,,
Blackrock-C,QU,5/16/2019,ANBO,147348171A,M,,73.73,55,Y,0,1902500123,pos,27.33,,,0,0,,
Blackrock-C,OX,6/3/2019,ANBO,982000356901624,M,,73.7,55,Y,0,1902500191,pos,18760.46,,,0,0,,
Blackrock-C,QU,5/16/2019,ANBO,3281596,M,,73.62,55,Y,0,1902500169,pos,144903.93,,,0,0,,
Blackrock-C,QU,5/25/2019,ANBO,152206266A,M,,72.7,55,N,,,,,,mild pink in middle lower belly/vent,1,0,,
Blackrock-C,QU,5/7/2020,ANBO,152205685A,M,,72.7,55,N,,,,,,,0,0,,
Blackrock-C,QU,5/16/2020,ANBO,70634554,M,,72.5,55,N,,,,,,,0,0,,
Blackrock-C,QU,5/16/2020,ANBO,101378314,M,,72.4,55,N,,,,,,,0,0,,
Blackrock-C,QU,5/16/2020,ANBO,147335762A,M,,72.4,55,N,,,,,,,0,0,,
Blackrock-C,QU,5/25/2019,ANBO,152205300A,M,,72,55,N,,,,,,,0,0,,
Blackrock-C,QU,5/12/2021,ANBO,152207211A,M,,72,55,N,,,,,,,0,0,,
Blackrock-C,OX,6/6/2019,ANBO,152205744A,M,,71.9,55,Y,0,1902500230,pos,4409194.31,,"labeled as OX, correct?",0,0,,
Blackrock-C,QU,5/12/2019,ANBO,147349113A,M,,71.8,55,Y,0,1902500076,pos,217650.49,,pink all over mid/lower stomach,1,0,,
Blackrock-C,QU,5/12/2019,ANBO,152205302A,M,,71.6,55,Y,0,1902500090,pos,79388.98,,,0,0,,
Blackrock-C,QU,5/21/2019,ANBO,3271119,M,,71.6,55,N,,,,,,,0,0,,
Blackrock-C,QU,5/26/2020,ANBO,3299371,M,,71.6,55,N,,,,,,,0,0,,
Blackrock-C,QU,5/9/2019,ANBO,101378314,M,,70.18,55,Y,0,1902500059,pos,2610.82,19ARMI2017,,0,0,,
Blackrock-C,QU,5/25/2019,ANBO,152206122A,M,,70,55,N,,,,,,,0,0,,
Blackrock-H,HE,5/29/2018,ANBO,101611119,M,,69.8,55,Y,0,1800900025,pos,434654.70,18ARMI1410,,0,0,,
Blackrock-C,QU,5/16/2020,ANBO,3280260,M,,69.5,55,N,,,,,,,0,0,,
Blackrock-C,QU,5/25/2019,ANBO,3292559,M,,69.4,55,N,,,,,,,0,0,,
Blackrock-C,QU,5/8/2018,ANBO,982000356901782,M,,68.6,55,N,,,,,,,0,0,,
Blackrock-C,OX,6/3/2018,ANBO,101331826,M,,68.3,55,N,,,,,,captured OX 5/29,0,0,,
Blackrock-C,QU,5/3/2018,ANBO,147352167A,M,,68.1,55,N,,,,,,,0,0,,
Blackrock-C,QU,5/25/2019,ANBO,152206161A,M,,67.4,55,N,,,,,,,0,0,,
Blackrock-H,HE,5/28/2019,ANBO,3279000,M,,67.2,55,Y,0,1902500185,pos,38631.88,19ARMI2935,,0,0,,
Blackrock-C,QU,5/5/2018,ANBO,147352167A,M,,66.5,55,N,,,,,,,0,0,,
Blackrock-H,HE,5/30/2018,ANBO,101611119,M,,65.2,55,N,,,,,,captured HE 5/29,0,0,,
Blackrock-C,QU,5/1/2021,ANBO,75095566,M,,63.3,55,Y,0,2002200146,neg,0,,,0,0,,
Blackrock-C,QU,5/26/2020,ANBO,3788105,M,,60,55,Y,0,1603600223,pos,12958.21,,,0,0,,
Blackrock-C,SP,6/3/2020,ANBO,152206266A,M,,58.2,55,Y,1,1902500262,,,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,3294274,M,,80.4,54.8,N,,,,,,,0,0,,
Blackrock-C,QU,5/3/2018,ANBO,147356261A,M,,70.9,54.6,Y,0,1800700104,pos,125.75,,,0,0,,
Blackrock-C,ML,5/25/2021,ANBO,3275616,M,,78.3,54.1,Y,0,2002200050,pos,5581.57,,,0,0,,
Blackrock-C,QU,5/15/2018,ANBO,152130617A,M,,78.9,54,N,,,,,,captured in QU 5/5 and 5/8,0,0,,
Blackrock-H,HE,5/31/2018,ANBO,3289585,M,,77.3,54,Y,0,1800900020,neg,0,,,0,0,,
Blackrock-H,HE,6/4/2019,ANBO,3293026,M,,77,54,Y,0,1902500213,pos,56.35,19ARMI3125,,0,0,,
Blackrock-C,ML,5/18/2018,ANBO,147356285A,M,,76.8,54,N,,,,,,captured QU 5/15,0,0,,
Blackrock-C,QU,5/12/2019,ANBO,147335693A,M,,75.94,54,Y,0,1902500082,pos,34359.21,,,0,0,,
Blackrock-C,ML,5/22/2018,ANBO,147361650A,M,,75.1,54,N,,,,,,,0,0,,
Blackrock-C,QU,5/12/2019,ANBO,152205751A,M,,74.83,54,Y,0,1902500092,pos,78.37,,,0,0,,
Blackrock-C,QU,5/26/2020,ANBO,3272783,M,,74.8,54,N,,,,,,booty lines,0,0,,
Blackrock-C,MW,6/3/2019,ANBO,152126783A,M,,74.7,54,Y,1,1902500205,,,19ARMI2038,,0,0,,
Blackrock-C,ML,5/18/2018,ANBO,147353617A,M,,74.2,54,N,,,,,,,0,0,,
Blackrock-C,QU,5/7/2020,ANBO,3299337,M,,74.1,54,N,,,,,,,0,0,,
Blackrock-C,QU,5/6/2019,ANBO,3799862,M,,73.67,54,Y,0,1902500010,pos,237.65,,already had toe clipped,0,0,,
Blackrock-C,QU,5/30/2019,ANBO,152206182A,M,,73.3,54,N,,,,,,,0,0,,
Blackrock-C,QU,5/6/2019,ANBO,3287518,M,,73.16,54,Y,0,1902500006,neg,0,19ARMI2048,,0,0,,
Blackrock-C,QU,5/16/2019,ANBO,147352477A,M,,73.01,54,Y,0,1902500152,pos,8253.33,,,0,0,,
Blackrock-H,HE,5/28/2020,ANBO,101611119,M,,72.7,54,Y,0,1603600182,pos,2467252.70,,**Only swabbing new toads from now on to reduce repeats,0,0,,
Blackrock-C,QU,5/26/2020,ANBO,152206266A,M,,72.6,54,N,,,,,,Pink/red on belly. White splotches on side,1,0,,
Blackrock-C,QU,5/30/2019,ANBO,152170375A,M,,72.5,54,N,,,,,,mild pink lower belly and inner thighs,1,0,,
Blackrock-H,HE,6/4/2019,ANBO,70795010,M,,72.1,54,Y,0,1902500216,pos,185570.27,19ARMI2921,,0,0,,
Blackrock-C,QU,5/9/2019,ANBO,42089518,M,,71.79,54,Y,0,1902500068,neg,0,,pink all over lower stomach,1,0,,
Blackrock-C,QU,5/8/2018,ANBO,147362721A,M,,69.4,54,N,,,,,,,0,0,,
Blackrock-C,QU,5/26/2020,ANBO,3014047,M,,66.9,54,Y,0,1603600226,pos,412998.49,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,3266793,M,,82.7,53.9,Y,0,2002200079,pos,65822.63,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,3276092,M,,75,53.9,N,,,,,,,0,0,,
Blackrock-C,ML,6/1/2021,ANBO,3267815,M,,77.6,53.5,Y,0,2100200218,pos,430527.74,,,0,0,,
Blackrock-C,QU,5/5/2020,ANBO,3272783,M,,78,53.4,Y,1,1603700131,,,,,0,0,,
Blackrock-H,HE,5/18/2021,ANBO,3283366,M,,74.9,53.3,Y,0,2002200048,pos,326.25,21ARMI1415,,0,0,,
Blackrock-H,HE,5/18/2021,ANBO,3303320,M,,80.5,53.2,Y,0,2002200044,pos,198.93,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,147344557A,M,,76.5,53.2,N,,,,,,,0,0,,
Blackrock-C,ML,5/18/2018,ANBO,152205185A,M,,82.1,53,N,,,,,,,0,0,,
Blackrock-C,ML,5/13/2018,ANBO,147357132A,M,,79.4,53,N,,,,,,,0,0,,
Blackrock-C,QU,5/6/2019,ANBO,42089518,M,,78.05,53,Y,0,1902500026,neg,0,19ARMI2022,,0,0,,
Blackrock-C,QU,5/12/2019,ANBO,42089518,M,,78.02,53,Y,0,1902500110,neg,0,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,147358127A,M,,77.8,53,N,,,,,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,147352465A,M,,77.5,53,N,,,,,,,0,0,,
Blackrock-H,HE,5/18/2021,ANBO,3283626,M,,77.2,53,Y,0,2002200037,pos,48803.97,,,0,0,,
Blackrock-C,QU,5/8/2018,ANBO,152130617A,M,,77.2,53,N,,,,,,,0,0,,
Blackrock-C,QU,5/6/2019,ANBO,3300259,M,,77.09,53,Y,0,1902500019,pos,924.81,19ARMI2794,,0,0,,
Blackrock-C,OX,6/3/2019,ANBO,982000356871867,M,,76.9,53,Y,0,1902500203,pos,18231.14,19ARMI2080,,0,0,,
Blackrock-C,ML,5/9/2018,ANBO,147337355A,M,,76.4,53,Y,0,1800700084,pos,7320.53,18ARMI1411,captured  in QU 5/8,0,0,,
Blackrock-C,SP,5/31/2018,ANBO,101360116,M,,75.6,53,N,,,,,,,0,0,,
Blackrock-C,QU,5/16/2019,ANBO,152170375A,M,,75.2,53,Y,0,1902500143,neg,0,,light pink lower belly ,1,0,,
Blackrock-C,QU,5/25/2019,ANBO,152205521A,M,,75.1,53,N,,,,,,,0,0,,
Blackrock-C,QU,5/26/2020,ANBO,152170375A,M,,74.1,53,N,,,,,,Little bit of pink on belly,1,0,,
Blackrock-H,HE,5/31/2018,ANBO,152206096A,M,,73.6,53,N,,,,,,captured HE 5/29,0,0,,
Blackrock-C,QU,5/9/2019,ANBO,3300259,M,,72.89,53,Y,0,1902500052,pos,1489.08,,,0,0,,
Blackrock-C,QU,5/8/2018,ANBO,147352167A,M,,72.8,53,N,,,,,,,0,0,,
Blackrock-C,QU,5/16/2019,ANBO,147361790A,M,,72.74,53,Y,0,1902500121,pos,732053.34,,,0,0,,
Blackrock-H,HE,6/4/2019,ANBO,100613552,M,,72.7,53,Y,0,1902500226,pos,854.52,,,0,0,,
Blackrock-C,QU,5/30/2019,ANBO,982000356901707,M,,72.7,53,N,,,,,,,0,0,,
Blackrock-C,QU,5/30/2019,ANBO,152207375A,M,,72.7,53,N,,,,,,,0,0,,
Blackrock-C,QU,5/16/2020,ANBO,152170375A,M,,72.4,53,N,,,,,,,0,0,,
Blackrock-C,QU,5/9/2019,ANBO,147335693A,M,,72.1,53,Y,0,1902500065,pos,22290.39,,slight pink on stomach,1,0,,
Blackrock-C,QU,5/16/2019,ANBO,147335762A,M,,71.33,53,Y,0,1902500139,pos,106.56,,,0,0,,
Blackrock-C,QU,5/25/2019,ANBO,147348171A,M,,70.9,53,N,,,,,,,0,0,,
Blackrock-C,QU,5/8/2018,ANBO,147337355A,M,,70.5,53,N,,,,,,,0,0,,
Blackrock-C,QU,5/30/2019,ANBO,3265565,M,,70.5,53,N,,,,,,,0,0,,
Blackrock-H,HE,5/28/2020,ANBO,147356334A,M,,70.1,53,Y,0,1603600184,pos,6731.96,,Pink on chin and toes,1,0,,
Blackrock-C,QU,5/9/2019,ANBO,3292559,M,,68.72,53,Y,0,1902500062,neg,0,,,0,0,,
Blackrock-C,QU,5/7/2020,ANBO,3316321,M,,68.7,53,N,,,,,,,0,0,,
Blackrock-H,HE,6/4/2019,ANBO,3302894,M,,68.4,53,Y,0,1902500223,pos,447274.45,19ARMI2883,,0,0,,
Blackrock-H,HE,5/30/2018,ANBO,101325569,M,,68.4,53,N,,,,,,captured HE 5/29,0,0,,
Blackrock-H,HE,6/4/2019,ANBO,70793877,M,,59.5,53,Y,0,1902500219,pos,386845.63,19ARMI2124,,0,0,,
Blackrock-C,QU,5/3/2018,ANBO,147346320A,M,,70.3,52.7,Y,0,1800700389,pos,1144.68,18ARMI1358,,0,0,,
Blackrock-C,ML,6/1/2021,ANBO,75058358,M,,78.3,52.6,Y,0,2100200205,pos,40107.24,,,0,0,,
Blackrock-H,HE,5/18/2021,ANBO,101323895,M,,73.2,52.6,Y,0,2002200026,neg,0,,,0,0,,
Blackrock-H,HE,5/18/2021,ANBO,3289018,M,,73.2,52.5,Y,0,2002200045,pos,51.33,21ARMI1418,,0,0,,
Blackrock-C,MW,5/17/2021,ANBO,152207131A,M,,73.2,52.3,Y,0,2002200113,pos,3085.20,21ARMI1412,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,70776099,M,,74.1,52.2,N,,,,,,,0,0,,
