Site,SubSite,CaptureDate,Species,IndividualID,Sex,Age,SVLmm,MassG,BdSample,SwabLost,SwabID,BdResult,TargetCopies/swab,HgSampleID,Notes,potential_injury_effect,flagged,reason,
Blackrock-C,OX,5/27/2021,ANBO,101330586,M,,76.5,,Y,0,2002200078,pos,667.26,,,0,0,,
Blackrock-C,QU,5/4/2019,ANBO,152137465A,M,,75.6,,Y,0,1902500002,pos,2056.82,19ARMI2128,,0,0,,
Blackrock-C,QU,5/16/2019,ANBO,152134612A,M,,72.47,,Y,0,1902500135,pos,59.06,,,0,0,,
Blackrock-C,SP,5/31/2018,ANBO,101378314,M,,72.2,,Y,0,1800700021,neg,0,,captured ML 5/13,0,0,,
Blackrock-C,ML,5/22/2018,ANBO,3265127,M,,70,,N,,,,,,"on recap list, but already swabbed this year",0,0,,
Blackrock-C,QU,5/21/2019,ANBO,3285530,M,,68.6,,N,,,,,,,0,0,,
Blackrock-C,QU,5/7/2020,ANBO,147352167A,M,,67.2,,N,,,,,,,0,0,,
Blackrock-C,QU,5/15/2018,ANBO,147357460A,M,,65.3,,N,,,,,,captured in QU 5/5 and 5/8,0,0,,
Blackrock-C,QU,5/9/2019,ANBO,152207093A,M,,63.01,,Y,0,1902500063,pos,79.33,,,0,0,,
Blackrock-C,ML,5/22/2018,ANBO,3811060,M,,62.8,,N,,,,,,captured ML 5/18,0,0,,
Blackrock-C,QU,5/9/2019,ANBO,147338271A,M,,58,,Y,0,1902500037,neg,0,,,0,0,,
Blackrock-H,HE,5/29/2021,ANBO,3281072,M,,,,N,,,,,,,0,0,,
Blackrock-H,HE,5/29/2021,ANBO,3283366,M,,,,N,,,,,,,0,0,,
Blackrock-H,HE,5/29/2021,ANBO,3285844,M,,,,N,,,,,,,0,0,,
Blackrock-H,HE,5/29/2021,ANBO,3288894,M,,,,N,,,,,,,0,0,,
Blackrock-H,HE,5/29/2021,ANBO,3303320,M,,,,N,,,,,,,0,0,,
Blackrock-H,HE,5/31/2021,ANBO,3288894,M,,,,N,,,,,,,0,0,,
Blackrock-H,HE,5/31/2021,ANBO,3303320,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,6/1/2021,ANBO,3289355,M,,,,Y,0,2100200196,pos,36632.12,,,0,0,,
Blackrock-C,ML,6/1/2021,ANBO,3294290,M,,,,Y,0,2100200197,pos,452177.79,,,0,0,,
Blackrock-C,ML,6/1/2021,ANBO,147346320,M,,,,Y,0,2100200198,pos,934310.50,,,0,0,,
Blackrock-C,ML,6/1/2021,ANBO,3298797,M,,,,Y,0,2100200199,pos,35964.29,,,0,0,,
Blackrock-C,ML,6/1/2021,ANBO,3299371,M,,,,Y,0,2100200200,pos,187093.95,,,0,0,,
Blackrock-C,ML,6/1/2021,ANBO,3298603,M,,,,Y,0,2100200201,pos,2145580.42,,,0,0,,
Blackrock-C,ML,6/1/2021,ANBO,3301279,M,,,,Y,0,2100200202,pos,1466.92,,,0,0,,
Blackrock-C,ML,6/1/2021,ANBO,3301015,M,,,,Y,0,2100200203,pos,2213.90,,,0,0,,
Blackrock-C,ML,6/1/2021,ANBO,3270623,M,,,,Y,0,2100200208,pos,1260118.32,,,0,0,,
Blackrock-C,ML,6/1/2021,ANBO,152207270A,M,,,,Y,0,2100200209,pos,420094.61,,,0,0,,
Blackrock-C,ML,6/1/2021,ANBO,152205466A,M,,,,Y,0,2100200210,pos,157895.34,,,0,0,,
Blackrock-C,ML,6/1/2021,ANBO,152204547A,M,,,,Y,0,2100200211,pos,44423.69,,,0,0,,
Blackrock-C,ML,6/1/2021,ANBO,3294274,M,,,,Y,0,2100200212,pos,2519.93,,,0,0,,
Blackrock-C,ML,6/1/2021,ANBO,3291267,M,,,,Y,0,2100200213,pos,8805.30,,,0,0,,
Blackrock-C,ML,6/1/2021,ANBO,70776079,M,,,,Y,0,2100200214,pos,36732.11,,,0,0,,
Blackrock-C,ML,6/1/2021,ANBO,3264519,M,,,,Y,0,2100200215,pos,32.80,,,0,0,,
Blackrock-C,ML,6/1/2021,ANBO,3285772,M,,,,Y,0,2100200216,pos,34032.98,,,0,0,,
Blackrock-C,ML,6/1/2021,ANBO,3291027,M,,,,Y,0,2100200217,pos,692269.49,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,3276331,F,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/25/2021,ANBO,3287263,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/25/2021,ANBO,70608591,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/25/2021,ANBO,75073312,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/25/2021,ANBO,75073315,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/25/2021,ANBO,75095566,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/25/2021,ANBO,152135402A,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/25/2021,ANBO,152207402A,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,3011575,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,3275616,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,3285530,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,3287263,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,3291594,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,3291839,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,3296814,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,3297375,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,3299256,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,3299819,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,3300029,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,3300775,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,3814869,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,70608591,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,70795599,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,75046279,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,75072878,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,75073315,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,75095566,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,152205796,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,147337350A,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,147352625A,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,147367363A,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,152135402A,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,152204547A,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,152207213A,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,152207407A,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,3011575,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,3269055,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,3269867,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,3275616,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,3282840,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,3285530,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,3287263,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,3290607,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,3291267,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,3291594,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,3291839,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,3291842,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,3294274,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,3294346,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,3295126,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,3296814,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,3298603,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,3299819,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,3300029,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,3303570,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,3794353,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,3814869,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,70608591,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,75046279,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,75072878,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,75073312,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,75073315,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,147352625A,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,147367363A,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,152135445A,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,152204547A,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,152207402A,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,152207407A,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,6/1/2021,ANBO,3269118,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,6/1/2021,ANBO,3282848,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,6/1/2021,ANBO,3285378,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,6/1/2021,ANBO,3299256,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,6/1/2021,ANBO,3300029,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,6/1/2021,ANBO,3304777,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,6/1/2021,ANBO,75091326,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,6/1/2021,ANBO,75095566,M,,,,N,,,,,,,0,0,,
Blackrock-C,ML,6/1/2021,ANBO,152135445A,M,,,,N,,,,,,,0,0,,
Blackrock-C,OX,5/20/2021,ANBO,101331826,M,,,,N,,,,,,,0,0,,
Blackrock-C,OX,5/20/2021,ANBO,982000356901624,M,,,,N,,,,,,,0,0,,
Blackrock-C,OX,5/27/2021,ANBO,152126403A,M,,,,N,,,,,,,0,0,,
Blackrock-C,OX,5/27/2021,ANBO,152129633A,M,,,,N,,,,,,,0,0,,
Blackrock-C,OX,5/27/2021,ANBO,152206147A,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/4/2019,ANBO,3799862,M,,,,Y,0,1902500001,pos,4054.69,19ARMI2104,,0,0,,
Blackrock-C,QU,6/1/2021,ANBO,3000622,M,,,,Y,0,2002200071,pos,82758.56,,,0,0,,
Blackrock-C,QU,6/1/2021,ANBO,75072075,M,,,,Y,0,2002200072,pos,85.74,,,0,0,,
Blackrock-C,QU,5/5/2020,ANBO,3280260,M,,,,Y,1,1603600076,,,19ARMI2810,,0,0,,
Blackrock-C,QU,5/12/2021,ANBO,3269118,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/12/2021,ANBO,3271111,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/12/2021,ANBO,3295307,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/12/2021,ANBO,75045528,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/12/2021,ANBO,75055853,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/12/2021,ANBO,75058878,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/12/2021,ANBO,75092775,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/12/2021,ANBO,75095566,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/12/2021,ANBO,75096271,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,3012850,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,3269118,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,3271111,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,3285530,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,3287263,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,3289071,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,3295307,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,3295839,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,70608591,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,75045888,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,75046555,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,75055853,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,75058878,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,75062008,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,75063799,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,75065623,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,75072878,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,75073315,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,75078316,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,75079380,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,75082300,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,75088283,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,75088811,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,75092775,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,75095566,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,75096271,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,147336344A,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,147349624A,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,147362132A,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,147362514A,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,152207164A,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,152207211A,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,3012850,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,3266793,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,3275844,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,3297375,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,3299371,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,3791074,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,75045888,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,75046555,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,75049556,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,75055853,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,75058878,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,75061283,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,75062008,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,75088811,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,152207043,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,152207164,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,147349624A,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,147362132A,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,147367096A,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,152205327A,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,152206097A,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,152206200A,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,6/1/2021,ANBO,2894262,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,6/1/2021,ANBO,3282840,M,,,,N,,,,,,,0,0,,
Blackrock-C,QU,6/1/2021,ANBO,3295307,M,,,,N,,,,,,,0,0,,
Blackrock-C,SP,5/28/2021,ANBO,3304777,M,,,,N,,,,,,,0,0,,
